PCMTVAXPreQual
=========================================

Generic: line 0, col 0, Error - Supressed messages file not found (NOTFOUND)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer8b73ac0f00c49a2623f9e9aee2c60cad.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer8c92e4ffbcf50b35012bfe88689a06e3.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer8c96b2e988e99fecb160f675715f893a.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturer9dc14eaedd939584bb18ed5514df50e4.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturera5cc87bbf41f05f69cabde633c076a70.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufactureraaca2980acaa19a41085d36efc6a5a84.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufactureraca8ee84737803adc7e1b19a498b8fb9.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturerb8f96db637b3f36cdb1416e82e69b306.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturerb9ce4b3161c0bb54b370a457d22926e0.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturercb2d11a53a6d9504a6a08ab51b9aabe7.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturerd90d3c2e85175f2d2bde5bd3ff4f83e3.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturerda09c528947d845f1825eb19e76df745.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturere22cd18269d4ef7420dadcc919bda6e0.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturere6f45c0f69a7b4cecd7421c4515ea3c5.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturere9bbc99629b5c4f5c92009585b5deb4d.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturereb31bd403f002800b14da9b2662b321c.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturerf3c43b08073eb6595c2444bf313f5362.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/Organization-Manufacturerfea9c0b58ceb56b0d925a05e74377afb.json: line 12, col 6, Warning - The concept 'other' has a status of deprecated and its use should be reviewed (BUSINESSRULE)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ValueSet-PreQualPresentation.json: line 1, col 651, Warning - value should not start or finish with whitespace 'WHO PreQualificaiton Presentation ' (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ValueSet-PreQualPresentation.json: line 1, col 959, Warning - Published value sets SHOULD conform to the ShareableValueSet profile, which says that the element ValueSet.experimental is mandatory, but it is not present (REQUIRED)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ValueSet-PreQualProductIds.json: line 1, col 954, Warning - Published value sets SHOULD conform to the ShareableValueSet profile, which says that the element ValueSet.experimental is mandatory, but it is not present (REQUIRED)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ValueSet-PreQualVaccineType.json: line 1, col 642, Warning - value should not start or finish with whitespace 'WHO PreQualificaiton VaccineType ' (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/fsh-generated/resources/ValueSet-PreQualVaccineType.json: line 1, col 948, Warning - Published value sets SHOULD conform to the ShareableValueSet profile, which says that the element ValueSet.experimental is mandatory, but it is not present (REQUIRED)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 0, col 0, Error - Conformance resource /home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map - the canonical URL (http://smart.who.int/pcmt-vaxprequal/StructureMap/PreQualDBtoProductAuthorizationLM) does not match the URL (http://smart.who.int/icvp/StructureMap/PreQualDBtoProductAuthorizationLM). Use the special-url parameter if you really mean for it not to match (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5001, Warning - A definition could not be found for Canonical URL 'http://smart.who.int/icvp/StructureDefinition/PreQualDBwithIds' (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5114, Warning - A definition could not be found for Canonical URL 'http://smart.who.int/icvp/StructureDefinition/ProductAuthorization' (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5605, Error - id value 'set prequal' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5814, Error - id value 'process nra' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5966, Error - id value 'set national regulatory authority holder' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6202, Error - id value 'process validity period' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6328, Error - id value 'set validity period' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6574, Error - id value 'process juris' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6677, Error - id value 'set WHO' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6905, Error - id value 'set number/index' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 7133, Error - id value 'set prod ref' is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5297, Warning - The type PreQualDB which maps to the canonical URL http://smart.who.int/icvp/StructureDefinition/PreQualDBwithIds is not known, so the paths cannot be validated (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5365, Error - The type ProductAuthoization is not known, so the paths cannot be validated (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5466, Error - The source context productAuth is not known at this point (UNKNOWN)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5581, Error - The target context 'status' is not known at this point (UNKNOWN)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5792, Error - The name set prequal is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5676, Error - The source context productAuth is not known at this point (UNKNOWN)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 5790, Error - The target context 'type' is not known at this point (UNKNOWN)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6168, Error - The name process nra is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6166, Error - The name set national regulatory authority holder is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6550, Error - The name process validity period is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6548, Error - The name set validity period is not valid (INVALID)
/home/runner/work/smart-pcmt-vaxprequal/smart-pcmt-vaxprequal/.ci-tools/temp/ig-builds/smart.who.int.pcmt-vaxprequal#0.2.0/input/maps/PreQualDBtoProductAuthorizationLM.map: line 1, col 6878, Error - The name process juris is not valid (INVALID)
